2015-08-07 13:38:07.393,2015-08-07 13:38:07.398,-0.125443,-0.151282,0.322051,0.502608,0.25977,-0.58227,-23.378798,-11.175803,19.38279,16.872382,147.192749,-23.288872
2015-08-07 13:38:07.405,2015-08-07 13:38:07.411,-0.101549,-0.107273,0.275601,0.347448,0.211511,-0.588989,-23.062021,-10.990385,19.354355,16.895579,147.178501,-23.155311
2015-08-07 13:38:07.417,2015-08-07 13:38:07.424,-0.101549,-0.107273,0.275601,0.158386,0.186466,-0.6177,-22.808599,-10.842051,19.331608,16.893657,147.129925,-23.150945
2015-08-07 13:38:07.429,2015-08-07 13:38:07.433,-0.099558,-0.132028,0.275601,0.048124,0.165697,-0.641524,-22.954288,-10.98391,19.52141,16.835938,147.198609,-23.309245
2015-08-07 13:38:07.436,2015-08-07 13:38:07.440,-0.099558,-0.132028,0.275601,-0.001967,0.167224,-0.658933,-23.070839,-11.097397,19.67325,16.810921,147.484848,-23.434212
2015-08-07 13:38:07.447,2015-08-07 13:38:07.451,-0.093585,-0.151282,0.266311,-0.056334,0.181884,-0.676649,-22.935631,-11.397582,19.748323,16.717076,147.664633,-23.724216
2015-08-07 13:38:07.460,2015-08-07 13:38:07.463,-0.093585,-0.151282,0.266311,-0.157126,0.20357,-0.691615,-22.827465,-11.63773,19.808382,16.627665,147.762345,-24.101605
2015-08-07 13:38:07.471,2015-08-07 13:38:07.475,-0.077655,-0.129277,0.241538,-0.317478,0.234419,-0.722158,-22.642321,-11.803064,19.794029,16.542059,147.834349,-24.518504
2015-08-07 13:38:07.478,2015-08-07 13:38:07.483,-0.077655,-0.129277,0.241538,-0.570377,0.281455,-0.742927,-22.494205,-11.935332,19.782547,16.490918,148.059404,-24.908773
2015-08-07 13:38:07.489,2015-08-07 13:38:07.494,-0.091594,-0.09352,0.241538,-0.811974,0.28787,-0.759726,-22.32312,-12.428284,19.658161,16.519263,147.779284,-25.520367
2015-08-07 13:38:07.501,2015-08-07 13:38:07.505,-0.091594,-0.09352,0.241538,-0.93995,0.253661,-0.751174,-22.186253,-12.822645,19.558651,16.521785,147.467268,-26.223408
2015-08-07 13:38:07.513,2015-08-07 13:38:07.516,-0.111505,-0.137529,0.297277,-0.914294,0.203876,-0.692836,-21.810509,-13.20144,19.704643,16.492217,147.330254,-26.913915
2015-08-07 13:38:07.525,2015-08-07 13:38:07.529,-0.115487,-0.159534,0.322051,-0.847404,0.151341,-0.618616,-21.74165,-13.894048,19.578238,16.418054,147.218649,-27.626891
2015-08-07 13:38:07.533,2015-08-07 13:38:07.536,-0.115487,-0.159534,0.322051,-0.8022,0.076816,-0.543785,-21.686562,-14.448133,19.477114,16.370095,147.283973,-28.015573
2015-08-07 13:38:07.545,2015-08-07 13:38:07.548,-0.121461,-0.154033,0.337534,-0.838241,-0.035584,-0.483615,-21.833139,-15.022884,19.301815,16.231362,147.181943,-28.612535
2015-08-07 13:38:07.557,2015-08-07 13:38:07.560,-0.121461,-0.154033,0.337534,-0.969882,-0.151343,-0.434746,-21.950401,-15.482685,19.161575,16.054324,147.138544,-29.218535
2015-08-07 13:38:07.563,2015-08-07 13:38:07.566,-0.121461,-0.154033,0.337534,-1.187656,-0.248165,-0.404508,-22.044212,-15.850525,19.049383,15.944894,147.187667,-29.602262
2015-08-07 13:38:07.575,2015-08-07 13:38:07.580,-0.105532,-0.104522,0.312761,-1.515996,-0.334602,-0.398705,-21.933542,-16.380974,18.64283,15.653098,147.024439,-30.417496
2015-08-07 13:38:07.588,2015-08-07 13:38:07.591,-0.111505,-0.112774,0.303471,-1.881904,-0.450361,-0.398705,-21.412762,-17.484652,18.181587,15.284584,146.829615,-31.590264
2015-08-07 13:38:07.595,2015-08-07 13:38:07.598,-0.111505,-0.112774,0.303471,-2.180923,-0.560622,-0.355028,-20.996138,-18.367594,17.812593,15.093554,146.649803,-32.178654
2015-08-07 13:38:07.606,2015-08-07 13:38:07.609,-0.113496,-0.129277,0.257021,-2.357463,-0.667524,-0.276837,-20.731867,-19.134817,17.222998,14.735752,146.567144,-33.618382
2015-08-07 13:38:07.618,2015-08-07 13:38:07.621,-0.113496,-0.129277,0.257021,-2.450925,-0.76007,-0.219416,-20.520451,-19.748596,16.751322,14.367554,146.50835,-35.020183
2015-08-07 13:38:07.629,2015-08-07 13:38:07.633,-0.105532,-0.178788,0.216765,-2.541639,-0.800081,-0.18704,-20.121225,-20.707106,16.28758,14.021036,146.785792,-36.636462
2015-08-07 13:38:07.640,2015-08-07 13:38:07.644,-0.105532,-0.178788,0.216765,-2.625022,-0.813215,-0.175128,-19.801844,-21.473913,15.916588,13.676945,146.996326,-38.297076
2015-08-07 13:38:07.652,2015-08-07 13:38:07.658,-0.101549,-0.209044,0.195088,-2.705351,-0.83093,-0.17635,-19.704117,-22.51589,15.046993,13.269421,147.446572,-40.260547
2015-08-07 13:38:07.659,2015-08-07 13:38:07.663,-0.101549,-0.209044,0.195088,-2.709932,-0.845896,-0.177572,-19.625935,-23.349472,14.351317,13.09902,147.674359,-41.40989
2015-08-07 13:38:07.671,2015-08-07 13:38:07.677,-0.099558,-0.239301,0.216765,-2.621051,-0.842537,-0.134811,-19.348089,-24.405909,13.623577,12.72431,148.008847,-43.13818
2015-08-07 13:38:07.683,2015-08-07 13:38:07.686,-0.099558,-0.239301,0.216765,-2.512623,-0.799471,-0.072197,-19.125813,-25.251059,13.041385,12.400578,148.281044,-44.816474
